"DatePosted","CVE","BulletinKB","Title","AffectedProduct","AffectedComponent","Severity","Impact","Exploits"
"20141111","CVE-2014-4149","2978125","Vulnerability in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150714","CVE-2015-2388","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2388","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2388","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2388","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2388","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20081111","CVE-2008-4033","954430","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition","Microsoft XML Core Services 4.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20081111","CVE-2008-4033","954430","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft XML Core Services 4.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20081111","CVE-2008-4033","954430","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 1","Microsoft XML Core Services 4.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20081111","CVE-2008-4033","954430","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft XML Core Services 4.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20081111","CVE-2008-4033","954459","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition","Microsoft XML Core Services 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20081111","CVE-2008-4033","954459","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft XML Core Services 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20081111","CVE-2008-4033","954459","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 1","Microsoft XML Core Services 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20081111","CVE-2008-4033","954459","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft XML Core Services 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/7196"
"20120508","CVE-2012-0181","2676562","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/18894"
"20120508","CVE-2012-0181","2676562","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/18894"
"20120508","CVE-2012-0181","2659262","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/18894"
"20120508","CVE-2012-0181","2659262","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/18894"
"20120508","CVE-2012-0181","2686509","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/18894"
"20120508","CVE-2012-0181","2686509","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/18894"
"20150714","CVE-2015-2398","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2398","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2398","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2398","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2398","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20140114","CVE-2013-5065","2914368","Vulnerability in Windows Kernel Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege","https://www.exploit-db.com/exploits/37732/, https://exploit-db.com/exploits/30014, https://exploit-db.com/exploits/30392"
"20140114","CVE-2013-5065","2914368","Vulnerability in Windows Kernel Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege","https://www.exploit-db.com/exploits/37732/, https://exploit-db.com/exploits/30014, https://exploit-db.com/exploits/30392"
"20130108","CVE-2013-0007","2758694","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft XML Core Services 4.0","Critical","Remote Code Execution",""
"20130108","CVE-2013-0007","2758694","Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft XML Core Services 4.0","Critical","Remote Code Execution",""
"20090210","CVE-2009-0075","961260","Cumulative Security Update for Internet Explorer (961260)","Microsoft Windows Server 2003 x64 Edition","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/8077, https://exploit-db.com/exploits/8082, https://exploit-db.com/exploits/8079, https://exploit-db.com/exploits/16555, https://exploit-db.com/exploits/8080, https://exploit-db.com/exploits/8152"
"20090210","CVE-2009-0075","961260","Cumulative Security Update for Internet Explorer (961260)","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/8077, https://exploit-db.com/exploits/8082, https://exploit-db.com/exploits/8079, https://exploit-db.com/exploits/16555, https://exploit-db.com/exploits/8080, https://exploit-db.com/exploits/8152"
"20090210","CVE-2009-0075","961260","Cumulative Security Update for Internet Explorer (961260)","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 1","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/8077, https://exploit-db.com/exploits/8082, https://exploit-db.com/exploits/8079, https://exploit-db.com/exploits/16555, https://exploit-db.com/exploits/8080, https://exploit-db.com/exploits/8152"
"20090210","CVE-2009-0075","961260","Cumulative Security Update for Internet Explorer (961260)","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/8077, https://exploit-db.com/exploits/8082, https://exploit-db.com/exploits/8079, https://exploit-db.com/exploits/16555, https://exploit-db.com/exploits/8080, https://exploit-db.com/exploits/8152"
"20150714","CVE-2015-2364","3069392","Vulnerability in Windows Graphics Component Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege",""
"20150714","CVE-2015-2364","3069392","Vulnerability in Windows Graphics Component Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege",""
"20110308","CVE-2011-0029","2481109","Vulnerability in Remote Desktop Client Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Remote Desktop Connection 6.0 Client","Important","Remote Code Execution",""
"20150609","CVE-2015-1728","3033890","Vulnerability in Windows Media Player Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Media Player 10","Critical","Remote Code Execution",""
"20150512","CVE-2015-1672","3023220","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20150512","CVE-2015-1672","3023220","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20150512","CVE-2015-1672","3035488","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20150512","CVE-2015-1672","3023221","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-1672","3023221","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-1672","3032662","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-1672","3032662","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-1672","3035488","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20150714","CVE-2015-2383","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2383","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2383","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2383","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2383","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20120921","CVE-2012-4969","2744842","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/21840"
"20120921","CVE-2012-4969","2744842","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/21840"
"20120921","CVE-2012-4969","2744842","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/21840"
"20120921","CVE-2012-4969","2744842","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/21840"
"20120921","CVE-2012-4969","2744842","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/21840"
"20150714","CVE-2015-2421","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2421","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2421","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2421","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2421","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20150714","CVE-2015-2390","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2390","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2390","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2390","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2390","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20131008","CVE-2013-3860","2863239","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20131008","CVE-2013-3860","2863239","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20131008","CVE-2013-3860","2861697","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 3.5 Service Pack 1","Critical","Remote Code Execution",""
"20131008","CVE-2013-3860","2861697","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 3.5 Service Pack 1","Critical","Remote Code Execution",""
"20131008","CVE-2013-3860","2861188","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20131008","CVE-2013-3860","2858302","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20131008","CVE-2013-3860","2858302","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20141111","CVE-2014-6352","3006226","Vulnerabilities in Windows OLE Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/35216, https://exploit-db.com/exploits/35236, https://exploit-db.com/exploits/35235, https://exploit-db.com/exploits/35019, https://exploit-db.com/exploits/35055, https://exploit-db.com/exploits/35020"
"20141111","CVE-2014-6352","3006226","Vulnerabilities in Windows OLE Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/35216, https://exploit-db.com/exploits/35236, https://exploit-db.com/exploits/35235, https://exploit-db.com/exploits/35019, https://exploit-db.com/exploits/35055, https://exploit-db.com/exploits/35020"
"20101012","CVE-2010-1263","979687","Vulnerability in COM Validation in Windows Shell and WordPad Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","WordPad","Important","Remote Code Execution",""
"20101012","CVE-2010-1263","979687","Vulnerability in COM Validation in Windows Shell and WordPad Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","WordPad","Important","Remote Code Execution",""
"20100112","CVE-2010-0018","972270","Vulnerability in the Embedded OpenType Font Engine Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20100112","CVE-2010-0018","972270","Vulnerability in the Embedded OpenType Font Engine Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20150512","CVE-2015-16723","3023220","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20150512","CVE-2015-16723","3023220","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20150512","CVE-2015-16723","3035488","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20150512","CVE-2015-16723","3023221","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-16723","3023221","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-16723","3032662","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-16723","3032662","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Important","Elevation of Privilege",""
"20150512","CVE-2015-16723","3035488","Vulnerabilities in .NET Framework Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Important","Elevation of Privilege",""
"20140812","CVE-2014-2820","2976627","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20140812","CVE-2014-2820","2976627","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20140812","CVE-2014-2820","2976627","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20140812","CVE-2014-2820","2976627","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20140812","CVE-2014-2820","2976627","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20120612","CVE-2012-0173","2685939","Vulnerabilities in Remote Desktop Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120612","CVE-2012-0173","2685939","Vulnerabilities in Remote Desktop Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20090414","CVE-2009-0087","923561","Vulnerabilities in WordPad and Office Text Converters Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition","","Critical","Remote Code Execution",""
"20090414","CVE-2009-0087","923561","Vulnerabilities in WordPad and Office Text Converters Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20090414","CVE-2009-0087","923561","Vulnerabilities in WordPad and Office Text Converters Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 1","","Critical","Remote Code Execution",""
"20090414","CVE-2009-0087","923561","Vulnerabilities in WordPad and Office Text Converters Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20150512","CVE-2015-1678","3045171","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege","https://exploit-db.com/exploits/37049"
"20150512","CVE-2015-1678","3045171","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege","https://exploit-db.com/exploits/37049"
"20150714","CVE-2015-1767","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-1767","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-1767","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-1767","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-1767","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2884256","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2862335","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2862335","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2862330","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2862330","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2884256","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2868038","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20131008","CVE-2013-3880","2868038","Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20140610","CVE-2014-1788","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1788","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1788","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1788","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1788","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20150512","CVE-2015-1684","3050946","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 x64 Edition Service Pack 2","JScript 5.6","Important","Security Feature Bypass",""
"20150512","CVE-2015-1684","3050946","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","JScript 5.6","Important","Security Feature Bypass",""
"20150512","CVE-2015-1684","3050946","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 x64 Edition Service Pack 2","VBScript 5.6","Important","Security Feature Bypass",""
"20150512","CVE-2015-1684","3050946","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","VBScript 5.6","Important","Security Feature Bypass",""
"20150512","CVE-2015-1684","3050945","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 x64 Edition Service Pack 2","JScript 5.7","Important","Security Feature Bypass",""
"20150512","CVE-2015-1684","3050945","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","JScript 5.7","Important","Security Feature Bypass",""
"20150512","CVE-2015-1684","3050945","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 x64 Edition Service Pack 2","VBScript 5.7","Important","Security Feature Bypass",""
"20150512","CVE-2015-1684","3050945","Vulnerabilities in JScript and VBScript Scripting Engines Could Allow Security Feature Bypass","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","VBScript 5.7","Important","Security Feature Bypass",""
"20100413","CVE-2010-0812","978338","Vulnerability in Windows ISATAP Component Could Allow Spoofing","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Moderate","Spoofing",""
